38949;Swiping Right
34529;Thumb Down
63036;Swiping Left
49399;No gesture
74802;Turning Hand Counterclockwise
142561;Thumb Up
25144;No gesture
143158;Swiping Left
80103;Thumb Up
90624;Shaking Hand
137582;Swiping Right
33658;No gesture
53108;Swiping Left
27593;Swiping Right
2923;No gesture
146317;Swiping Right
67115;Stop Sign
14674;Swiping Right
91086;Swiping Left
1657;Stop Sign
101522;Shaking Hand
72030;Shaking Hand
67303;Stop Sign
29207;Turning Hand Counterclockwise
33635;Shaking Hand
145195;Thumb Up
16432;Turning Hand Counterclockwise
108421;Thumb Down
116406;Thumb Down
62005;Turning Hand Counterclockwise
123336;Shaking Hand
80145;Thumb Up
49661;Shaking Hand
146855;No gesture
54964;Thumb Down
16764;No gesture
146228;No gesture
119370;Swiping Right
61814;Swiping Right
43852;No gesture
120138;Swiping Right
109081;Thumb Down
90562;Swiping Left
144527;Shaking Hand
27115;Swiping Right
81743;Turning Hand Clockwise
40012;Turning Hand Clockwise
65896;Turning Hand Clockwise
134464;Swiping Right
102132;Thumb Down
31427;Swiping Left
107908;No gesture
7888;No gesture
108604;No gesture
38290;Thumb Down
47375;Swiping Left
12899;Turning Hand Clockwise
132131;Swiping Right
88841;Stop Sign
123228;No gesture
102232;Thumb Down
95179;Thumb Down
17879;Swiping Right
141120;Swiping Right
60676;Shaking Hand
64355;Thumb Up
46470;Turning Hand Clockwise
112823;Turning Hand Counterclockwise
28624;Thumb Down
74581;Swiping Left
31044;Thumb Up
99901;No gesture
2925;Thumb Down
25695;Swiping Left
58915;No gesture
127217;Shaking Hand
75935;No gesture
85551;Thumb Up
112877;No gesture
18793;Swiping Left
85535;Shaking Hand
64428;Stop Sign
45501;Thumb Down
29039;Turning Hand Clockwise
39776;Swiping Right
64929;Thumb Down
134600;Turning Hand Counterclockwise
111459;Stop Sign
127323;Swiping Right
74703;Thumb Down
132944;No gesture
105074;Thumb Down
18605;Thumb Down
50587;Stop Sign
73339;Swiping Left
141164;Turning Hand Clockwise
41347;Turning Hand Clockwise
81247;Swiping Left
45087;Turning Hand Clockwise
76936;Shaking Hand
140478;Thumb Down
103552;Swiping Right
127928;Stop Sign
130005;Stop Sign
641;Stop Sign
66117;Shaking Hand
147877;Turning Hand Clockwise
129551;Thumb Up
68018;Turning Hand Clockwise
21651;No gesture
101693;Shaking Hand
116755;No gesture
70255;No gesture
83196;No gesture
128814;Swiping Left
76313;Shaking Hand
120598;Shaking Hand
15425;Thumb Down
118025;Thumb Down
53335;Stop Sign
30677;No gesture
143634;Swiping Right
80704;Thumb Up
117908;Turning Hand Clockwise
69661;Thumb Down
146147;Thumb Up
138452;Turning Hand Clockwise
88183;No gesture
116423;Thumb Down
91273;Turning Hand Counterclockwise
123281;Thumb Down
16518;Stop Sign
5895;Stop Sign
111059;Thumb Down
35328;Swiping Left
3893;Thumb Up
143403;Shaking Hand
94806;Stop Sign
124730;Swiping Right
94485;Turning Hand Counterclockwise
110196;No gesture
15885;Swiping Right
15777;Stop Sign
105217;Thumb Down
129476;Turning Hand Clockwise
44789;Turning Hand Counterclockwise
26965;Swiping Left
35682;Turning Hand Clockwise
137079;Thumb Up
91661;Stop Sign
46016;Shaking Hand
64309;Swiping Right
99523;Swiping Right
44725;Thumb Up
48393;Turning Hand Clockwise
52751;Turning Hand Clockwise
11245;No gesture
83011;Swiping Left
63375;Shaking Hand
110991;Swiping Left
31678;Swiping Left
120863;Turning Hand Counterclockwise
125128;Swiping Left
107174;Swiping Left
15452;Thumb Down
113440;Shaking Hand
70810;No gesture
114862;Shaking Hand
89599;Swiping Left
51555;Turning Hand Clockwise
75189;Turning Hand Clockwise
34432;Shaking Hand
109709;Thumb Down
133538;Stop Sign
84909;Swiping Right
28689;Swiping Right
41712;No gesture
22596;No gesture
57456;Turning Hand Counterclockwise
37718;Turning Hand Counterclockwise
84500;Thumb Down
67881;Stop Sign
107058;Turning Hand Counterclockwise
95980;No gesture
35175;Shaking Hand
117911;Turning Hand Counterclockwise
41111;Thumb Up
128711;Thumb Down
40436;Stop Sign
134446;Stop Sign
43311;Thumb Down
128383;Thumb Down
131247;Thumb Down
116749;Thumb Down
20999;Shaking Hand
67616;Shaking Hand
134283;Swiping Left
39779;Swiping Right
112887;Stop Sign
102688;Thumb Down
9028;Swiping Right
130015;Swiping Right
89023;Thumb Up
27161;Turning Hand Clockwise
74543;No gesture
13676;Thumb Down
46959;Thumb Up
121502;Swiping Left
73240;No gesture
63725;Swiping Left
12100;Thumb Up
16095;Turning Hand Counterclockwise
26820;Shaking Hand
80625;Thumb Down
94110;Swiping Left
6939;Swiping Left
99853;Swiping Right
126009;Stop Sign
51241;Swiping Right
3415;Swiping Left
37723;Turning Hand Counterclockwise
95034;Turning Hand Clockwise
131724;Swiping Right
62433;Turning Hand Counterclockwise
94156;Swiping Left
43619;Thumb Down
80205;Stop Sign
4158;Thumb Up
126394;Thumb Up
115430;Swiping Left
88341;No gesture
106555;Shaking Hand
145387;Shaking Hand
37234;Turning Hand Counterclockwise
56854;Thumb Up
28188;Thumb Down
66907;Shaking Hand
104060;Shaking Hand
79298;Turning Hand Clockwise
4977;Shaking Hand
142519;Turning Hand Counterclockwise
118754;Shaking Hand
96060;Turning Hand Counterclockwise
34741;Swiping Right
39387;Stop Sign
100783;Thumb Down
21514;No gesture
125637;Stop Sign
120299;Stop Sign
115942;Turning Hand Counterclockwise
132499;Thumb Down
118873;Stop Sign
110279;No gesture
19240;Turning Hand Clockwise
82106;Thumb Up
46179;Turning Hand Counterclockwise
65621;Shaking Hand
1050;Swiping Right
127114;Swiping Left
59926;Thumb Down
67258;Thumb Up
80584;Swiping Left
118989;Stop Sign
133606;Thumb Up
127865;No gesture
76338;Shaking Hand
58969;Thumb Up
105702;No gesture
3653;Thumb Up
75958;Swiping Left
134073;Thumb Down
60730;Thumb Up
147445;Swiping Right
12871;Stop Sign
54923;Swiping Right
61391;Swiping Left
145594;Turning Hand Clockwise
25584;Turning Hand Clockwise
6130;Thumb Down
1928;Thumb Down
36426;Thumb Up
37208;Stop Sign
63220;Thumb Up
40192;Thumb Down
116584;Shaking Hand
79266;Swiping Left
4863;Shaking Hand
109243;Shaking Hand
122776;Swiping Right
132640;Shaking Hand
92478;Swiping Right
115494;Thumb Up
72849;Swiping Left
56763;Swiping Left
103555;Shaking Hand
120293;Thumb Down
32023;Thumb Up
142300;Thumb Down
67057;Swiping Left
59849;Turning Hand Clockwise
35765;Shaking Hand
19818;Swiping Right
66193;Thumb Up
139819;Turning Hand Counterclockwise
16081;Turning Hand Counterclockwise
83568;Stop Sign
87984;Swiping Right
61310;Turning Hand Clockwise
132270;Shaking Hand
40792;No gesture
114800;Stop Sign
122283;Swiping Left
41529;Thumb Down
36073;Swiping Right
59819;Stop Sign
15660;Swiping Right
66046;Turning Hand Clockwise
114756;Thumb Down
122790;Thumb Down
81649;Thumb Up
70473;Turning Hand Counterclockwise
57543;Thumb Down
20218;Turning Hand Clockwise
68184;Shaking Hand
101244;Turning Hand Counterclockwise
97694;Swiping Right
110439;Turning Hand Counterclockwise
67688;Thumb Down
129172;Stop Sign
29690;Swiping Left
111254;No gesture
80940;Stop Sign
91643;Turning Hand Clockwise
36710;Turning Hand Counterclockwise
56737;Swiping Right
34415;Stop Sign
72152;Thumb Down
11329;Shaking Hand
139571;Turning Hand Counterclockwise
134297;Stop Sign
27131;Stop Sign
125080;Thumb Up
114611;Thumb Up
76482;Swiping Right
2301;No gesture
49491;Thumb Up
50747;Swiping Left
136491;Thumb Down
123349;No gesture
120016;No gesture
125382;Thumb Up
29205;Swiping Left
26778;No gesture
109998;Shaking Hand
51752;Swiping Right
122831;No gesture
7169;Shaking Hand
139416;Turning Hand Clockwise
138188;No gesture
144236;Swiping Left
63909;Shaking Hand
69836;Stop Sign
36590;Stop Sign
128186;Turning Hand Counterclockwise
89507;Swiping Left
140686;Thumb Up
91132;Stop Sign
73173;Swiping Left
56434;Thumb Down
8803;Shaking Hand
141398;Swiping Left
139068;Thumb Down
16410;Swiping Left
146174;Turning Hand Counterclockwise
51064;Swiping Left
35080;No gesture
59802;Turning Hand Clockwise
110948;Stop Sign
135822;Turning Hand Counterclockwise
59550;Thumb Down
110658;Shaking Hand
77583;Swiping Right
86813;Stop Sign
127255;Swiping Left
138814;Swiping Right
138468;Turning Hand Clockwise
128219;Swiping Left
38901;Thumb Up
17090;Thumb Up
143612;Thumb Down
129358;Swiping Right
143911;Thumb Down
39703;Turning Hand Counterclockwise
139403;Swiping Right
39529;Turning Hand Counterclockwise
78145;Stop Sign
147697;Thumb Down
109921;Swiping Right
143101;Swiping Right
111355;Turning Hand Counterclockwise
127015;Turning Hand Counterclockwise
51521;Swiping Left
34790;Stop Sign
127754;Swiping Right
133416;Thumb Down
94611;Shaking Hand
79088;Stop Sign
28610;Shaking Hand
62489;Swiping Left
11101;Thumb Down
59615;Thumb Down
95617;Stop Sign
118006;No gesture
41234;Shaking Hand
110154;Swiping Left
71165;Shaking Hand
122697;Thumb Up
104967;Turning Hand Counterclockwise
87926;Swiping Right
53766;Shaking Hand
130628;Thumb Down
125134;Stop Sign
145153;Turning Hand Counterclockwise
38377;Swiping Left
2499;Thumb Down
131526;Turning Hand Clockwise
88148;Turning Hand Clockwise
102514;No gesture
76203;Thumb Up
20248;Turning Hand Clockwise
45374;Shaking Hand
10385;Turning Hand Clockwise
93482;Turning Hand Counterclockwise
54859;Thumb Up
138779;Swiping Right
27434;Swiping Right
17278;No gesture
142784;Thumb Up
79327;Shaking Hand
66747;Turning Hand Clockwise
83395;Swiping Right
93286;Thumb Up
65101;Thumb Down
38052;Shaking Hand
9540;Thumb Down
38312;Swiping Left
74576;Turning Hand Clockwise
109054;Stop Sign
145868;Swiping Left
53574;Thumb Down
71045;Stop Sign
36467;Turning Hand Counterclockwise
94184;Turning Hand Clockwise
92059;Turning Hand Clockwise
44365;Turning Hand Clockwise
144956;Swiping Right
64112;Swiping Right
74995;Thumb Up
19586;Shaking Hand
94131;No gesture
19251;Turning Hand Counterclockwise
22983;Shaking Hand
111641;Thumb Up
137820;No gesture
21597;Thumb Up
60288;Shaking Hand
25049;Stop Sign
28691;Swiping Left
77220;Thumb Down
117247;Shaking Hand
59936;Shaking Hand
17874;Turning Hand Clockwise
75759;Stop Sign
106853;Thumb Up
147447;Turning Hand Counterclockwise
8840;Turning Hand Clockwise
81195;Stop Sign
134415;Shaking Hand
25677;Thumb Up
13343;Thumb Down
33542;Thumb Down
51781;No gesture
72125;Stop Sign
46928;Thumb Up
123945;Thumb Up
26202;Thumb Up
139338;Thumb Up
26902;Thumb Down
132862;Thumb Up
112777;No gesture
86;Thumb Up
73669;Shaking Hand
103352;Stop Sign
43201;Thumb Up
55628;Thumb Up
4201;Swiping Right
79552;No gesture
97552;Thumb Up
100328;Shaking Hand
43725;Turning Hand Counterclockwise
87990;No gesture
128888;Stop Sign
5229;Shaking Hand
13330;Turning Hand Counterclockwise
25583;Swiping Left
27827;Thumb Down
67654;Swiping Left
125829;Swiping Left
123666;Swiping Right
107162;Swiping Left
72857;Turning Hand Counterclockwise
73789;Thumb Up
90455;Thumb Down
81646;Swiping Left
89362;Swiping Left
9566;Swiping Left
111192;Swiping Right
120892;Thumb Down
3121;Swiping Left
134971;Swiping Left
136188;Stop Sign
68451;No gesture
56890;Turning Hand Clockwise
107261;Stop Sign
27910;Turning Hand Counterclockwise
49164;Thumb Up
81122;Thumb Up
60783;Swiping Right
77527;Thumb Up
89281;Shaking Hand
58981;Swiping Left
116213;Thumb Up
101040;Swiping Left
22897;Turning Hand Counterclockwise
69062;Swiping Right
124485;Thumb Up
47162;Shaking Hand
124473;Thumb Up
58160;Thumb Down
73432;Thumb Down
20329;No gesture
138816;Swiping Left
99326;Thumb Down
60169;Swiping Right
25452;No gesture
102295;Turning Hand Clockwise
127442;Stop Sign
144203;No gesture
31887;Shaking Hand
78202;Shaking Hand
75494;Thumb Up
6914;Turning Hand Counterclockwise
16696;Swiping Right
89000;Turning Hand Counterclockwise
60306;Shaking Hand
33620;Thumb Down
102184;Swiping Left
21715;Turning Hand Counterclockwise
115307;No gesture
70368;Swiping Left
56897;Stop Sign
3411;No gesture
29529;Thumb Down
118750;Shaking Hand
143098;No gesture
106831;No gesture
96912;Swiping Right
7782;Thumb Up
122632;Thumb Up
121795;Thumb Down
122645;Stop Sign
32672;Stop Sign
38761;Shaking Hand
108463;Swiping Left
100883;Swiping Right
110074;Thumb Down
92499;Stop Sign
44067;Shaking Hand
18707;Shaking Hand
95310;Thumb Up
144263;Swiping Left
119645;No gesture
50900;Shaking Hand
28361;No gesture
24817;Shaking Hand
147684;Turning Hand Clockwise
133145;Turning Hand Clockwise
138365;Stop Sign
100491;Thumb Down
121919;Shaking Hand
116608;Thumb Up
74288;No gesture
67837;Shaking Hand
74553;Thumb Up
9994;Turning Hand Counterclockwise
146289;Thumb Down
92568;No gesture
958;Shaking Hand
80067;Stop Sign
45615;Swiping Left
132798;Swiping Left
113302;Turning Hand Clockwise
84880;Stop Sign
111977;No gesture
83717;Turning Hand Counterclockwise
78440;Stop Sign
48601;Thumb Up
9807;Shaking Hand
115408;No gesture
111388;Thumb Down
43401;No gesture
20067;Swiping Left
113052;Turning Hand Clockwise
30821;Stop Sign
50784;Turning Hand Counterclockwise
92006;Thumb Up
12508;Thumb Up
64011;Turning Hand Clockwise
119057;Thumb Down
3249;Shaking Hand
66136;Thumb Up
76791;Swiping Right
23675;Swiping Right
76450;Shaking Hand
128284;Thumb Down
13446;Turning Hand Counterclockwise
31014;Swiping Left
120622;Swiping Right
136183;Shaking Hand
34290;Shaking Hand
81124;Swiping Left
55206;Turning Hand Clockwise
113485;Swiping Right
85987;Shaking Hand
72504;No gesture
44726;Swiping Left
85206;Swiping Right
109763;Stop Sign
91316;No gesture
146643;Stop Sign
113239;Shaking Hand
118162;Swiping Right
136372;Turning Hand Clockwise
124201;Turning Hand Clockwise
70393;Swiping Left
59493;No gesture
122767;Stop Sign
145672;Swiping Left
53133;Turning Hand Counterclockwise
31101;Thumb Down
125507;Stop Sign
92481;No gesture
73046;Turning Hand Clockwise
4999;Turning Hand Clockwise
103744;No gesture
24;Turning Hand Clockwise
51018;Thumb Up
41946;Thumb Down
89627;Turning Hand Clockwise
68824;Swiping Left
136823;Stop Sign
128461;Swiping Right
30916;Thumb Down
106236;Turning Hand Clockwise
67365;No gesture
115251;Turning Hand Counterclockwise
82274;Stop Sign
52734;No gesture
24548;Turning Hand Clockwise
17023;Thumb Up
71492;Shaking Hand
79395;Turning Hand Clockwise
124;Turning Hand Counterclockwise
35298;Turning Hand Clockwise
74560;Thumb Down
126126;No gesture
55969;Stop Sign
121377;No gesture
140792;Stop Sign
8036;Swiping Left
80688;Swiping Right
145191;Swiping Left
120296;Turning Hand Clockwise
127341;Swiping Right
48581;Swiping Right
12967;Turning Hand Counterclockwise
141669;Swiping Right
57701;Thumb Up
10024;Thumb Up
104955;Thumb Down
10890;Turning Hand Counterclockwise
115223;Swiping Right
114528;Stop Sign
141069;Swiping Right
102098;Stop Sign
93734;Swiping Left
67897;Shaking Hand
60346;Thumb Up
7711;Stop Sign
46036;No gesture
51811;Thumb Down
11434;Thumb Up
7481;Thumb Down
77208;Turning Hand Counterclockwise
95473;No gesture
109435;Turning Hand Counterclockwise
70169;Stop Sign
21461;Stop Sign
102778;Turning Hand Clockwise
125758;Shaking Hand
25474;Shaking Hand
12099;Turning Hand Clockwise
107405;Turning Hand Clockwise
12367;Shaking Hand
36317;Swiping Right
40072;Swiping Right
33537;Shaking Hand
133234;Swiping Left
109299;No gesture
31700;No gesture
13279;Thumb Up
116774;Thumb Down
66394;Stop Sign
19963;Shaking Hand
112044;Swiping Right
14565;Thumb Up
84222;Thumb Up
36445;Turning Hand Counterclockwise
131077;Thumb Up
39201;No gesture
48997;Shaking Hand
11305;Thumb Down
7542;Thumb Up
37538;Turning Hand Counterclockwise
59184;Thumb Up
20475;Stop Sign
68155;Swiping Right
144159;No gesture
106987;Stop Sign
26641;Swiping Right
73455;Swiping Right
18875;Stop Sign
142526;Swiping Left
72714;Shaking Hand
35701;No gesture
26544;Turning Hand Clockwise
118479;Thumb Down
132873;Stop Sign
89183;Shaking Hand
146740;Thumb Up
99707;Swiping Left
99558;Thumb Down
58536;Turning Hand Clockwise
73304;Swiping Left
135773;No gesture
1108;Thumb Down
142736;Thumb Down
143853;Thumb Down
4173;Swiping Left
67865;No gesture
73302;Thumb Up
54493;Swiping Left
102770;Shaking Hand
7387;No gesture
75329;Stop Sign
43562;Stop Sign
22205;Swiping Left
90629;Shaking Hand
3324;Turning Hand Clockwise
53982;Thumb Down
142447;Thumb Up
116135;Thumb Down
26454;Stop Sign
121514;Turning Hand Clockwise
143847;Turning Hand Counterclockwise
73404;Shaking Hand
15317;Thumb Up
27084;No gesture
117724;Thumb Up
38763;Thumb Down
38190;Thumb Down
71732;No gesture
116222;No gesture
69858;Stop Sign
142416;Turning Hand Clockwise
119828;Stop Sign
33040;Shaking Hand
67237;Stop Sign
94995;Thumb Down
142105;No gesture
120349;Shaking Hand
48106;Thumb Down
81705;Swiping Left
141363;Turning Hand Counterclockwise
63967;No gesture
59188;Thumb Down
93547;No gesture
53208;Turning Hand Counterclockwise
91776;Turning Hand Counterclockwise
115072;Thumb Down
37150;No gesture
107218;Thumb Up
87239;No gesture
8319;Turning Hand Clockwise
94175;Stop Sign
102349;Swiping Right
69578;Thumb Down
72799;Thumb Up
109028;Swiping Left
19264;Turning Hand Clockwise
51046;Swiping Right
129061;Thumb Up
76781;Swiping Right
57514;Turning Hand Counterclockwise
83586;Thumb Up
100637;No gesture
96639;Turning Hand Counterclockwise
45843;Thumb Up
89278;Swiping Right
87572;No gesture
51922;Swiping Left
84982;Swiping Right
1383;No gesture
104061;Stop Sign
97980;Swiping Left
20693;Stop Sign
58579;Turning Hand Counterclockwise
59340;Swiping Left
109016;No gesture
40850;Turning Hand Clockwise
25104;No gesture
144697;Turning Hand Counterclockwise
144246;Stop Sign
35713;Thumb Down
27624;Thumb Up
95556;Thumb Down
114992;No gesture
95082;Turning Hand Clockwise
12468;Thumb Down
29998;Turning Hand Counterclockwise
76685;Turning Hand Clockwise
89084;Turning Hand Counterclockwise
42796;Thumb Up
74046;Swiping Right
11014;Swiping Left
21751;Turning Hand Clockwise
113770;Swiping Left
122979;Turning Hand Clockwise
94761;Stop Sign
91092;Swiping Left
120426;Stop Sign
62856;Turning Hand Counterclockwise
4297;Swiping Left
51315;Swiping Left
32360;Turning Hand Clockwise
121417;Turning Hand Clockwise
83979;Shaking Hand
145007;Turning Hand Counterclockwise
87173;Turning Hand Counterclockwise
123590;Thumb Up
140712;Turning Hand Clockwise
24435;Swiping Right
42067;No gesture
133373;Turning Hand Clockwise
69123;Thumb Up
54435;Swiping Left
61035;Swiping Left
147286;Stop Sign
129514;Thumb Down
80123;Swiping Right
133794;Swiping Left
25336;Swiping Left
101660;Thumb Down
52831;Stop Sign
146934;Thumb Up
136118;Thumb Down
84510;No gesture
9858;Shaking Hand
38026;Shaking Hand
1920;Stop Sign
86496;Stop Sign
49690;Swiping Left
60626;Shaking Hand
129;Turning Hand Counterclockwise
13347;Thumb Down
7664;Swiping Right
136074;No gesture
121880;Turning Hand Clockwise
10656;No gesture
137290;Thumb Down
94458;No gesture
81061;Swiping Right
52885;Turning Hand Counterclockwise
113229;Swiping Right
33927;Turning Hand Clockwise
144154;Stop Sign
121949;Thumb Up
141490;Turning Hand Clockwise
63565;Shaking Hand
95006;Swiping Left
3308;Stop Sign
22703;Turning Hand Counterclockwise
15640;Turning Hand Clockwise
25045;Thumb Down
128252;Turning Hand Counterclockwise
90986;Shaking Hand
24464;No gesture
135598;Swiping Right
61128;Turning Hand Counterclockwise
9543;Turning Hand Counterclockwise
25506;Swiping Right
68031;Turning Hand Counterclockwise
108976;Swiping Right
86459;No gesture
93206;Thumb Down
103749;Turning Hand Counterclockwise
29144;Thumb Up
92545;Thumb Up
139149;Shaking Hand
6861;Turning Hand Clockwise
30967;Swiping Right
107124;Thumb Up
99359;Swiping Left
14539;No gesture
128048;Shaking Hand
28886;Swiping Right
48720;Swiping Left
86129;Shaking Hand
108897;Stop Sign
79688;Thumb Down
20154;Swiping Left
14820;Thumb Up
36636;Swiping Right
96917;Thumb Up
96299;Turning Hand Counterclockwise
79086;Stop Sign
125596;Swiping Left
65435;Turning Hand Counterclockwise
38198;Swiping Right
114436;No gesture
128522;Stop Sign
88451;Thumb Down
145147;Swiping Left
81004;Swiping Right
90630;Thumb Up
12112;Thumb Up
143641;Turning Hand Clockwise
139773;Turning Hand Clockwise
116206;No gesture
7858;Thumb Down
103948;Thumb Up
23758;Swiping Left
21174;Turning Hand Counterclockwise
12371;Swiping Left
75671;Turning Hand Counterclockwise
77403;No gesture
49025;Thumb Down
68272;Stop Sign
75416;Stop Sign
81831;Shaking Hand
36888;Turning Hand Counterclockwise
94691;Thumb Down
123791;Swiping Left
28197;No gesture
129989;Turning Hand Counterclockwise
129144;Stop Sign
91102;Swiping Right
127573;Swiping Right
10091;Thumb Down
34935;Swiping Right
53698;Shaking Hand
146236;Swiping Right
137326;Swiping Left
34535;Stop Sign
102306;Stop Sign
36412;Shaking Hand
76182;Swiping Left
72958;Shaking Hand
13855;Turning Hand Clockwise
72367;Thumb Down
19984;Swiping Left
1467;Thumb Down
83090;Turning Hand Clockwise
95448;Swiping Left
110523;No gesture
128502;Thumb Up
27592;Thumb Down
23811;Thumb Down
53825;Stop Sign
110167;No gesture
104696;No gesture
15243;No gesture
138842;Swiping Left
37437;Thumb Up
93234;Swiping Left
160;Thumb Down
70262;Swiping Left
31748;Thumb Up
119307;Swiping Left
16088;Turning Hand Counterclockwise
70974;Thumb Down
112861;Turning Hand Counterclockwise
103674;Shaking Hand
96332;Shaking Hand
86077;Shaking Hand
120810;Thumb Down
93743;Turning Hand Counterclockwise
52396;Turning Hand Counterclockwise
85034;Stop Sign
79529;Turning Hand Counterclockwise
106860;Thumb Down
122223;No gesture
19027;Swiping Right
68694;Turning Hand Clockwise
21994;No gesture
54993;Shaking Hand
88636;No gesture
46304;Swiping Right
49204;Stop Sign
18701;Turning Hand Clockwise
65752;Turning Hand Counterclockwise
47780;Turning Hand Counterclockwise
141684;Stop Sign
126339;Thumb Up
218;Turning Hand Counterclockwise
103566;Turning Hand Counterclockwise
58617;Turning Hand Counterclockwise
64129;Stop Sign
137307;Thumb Down
94890;Swiping Right
76676;Stop Sign
75359;Thumb Down
94975;Turning Hand Counterclockwise
105625;Thumb Up
121885;Shaking Hand
89043;Turning Hand Clockwise
97297;Turning Hand Counterclockwise
48606;Swiping Left
